module	GCA_004144435	GCF_000247475	GCF_000520875	GCF_000834635	GCF_001421235	GCF_001422245	GCF_001423215	GCF_001423245	GCF_001423425	GCF_001423445	GCF_001424045	GCF_001424065	GCF_001424085	GCF_001424245	GCF_001424325	GCF_001424505	GCF_001424685	GCF_001424795	GCF_001424825	GCF_001424945	GCF_001424965	GCF_001424985	GCF_001425145	GCF_001425225	GCF_001425345	GCF_001425485	GCF_001425525	GCF_001425575	GCF_001425605	GCF_001425625	GCF_001425885	GCF_001426265	GCF_001426275	GCF_001426565	GCF_001426665	GCF_001426785	GCF_001426965	GCF_001427025	GCF_001427045	GCF_001427205	GCF_001427285	GCF_001427345	GCF_001427385	GCF_001427405	GCF_001427625	GCF_001428185	GCF_001428205	GCF_001428785	GCF_001428925	GCF_001429005	GCF_001429075	GCF_001429125	GCF_001429245	GCF_001429285	GCF_001429725	GCF_001429745	GCF_001692155	GCF_001692185	GCF_001692195	GCF_001692215	GCF_001692245	GCF_001692265	GCF_001692275	GCF_001692285	GCF_001692325	GCF_001692345	GCF_001692365	GCF_001692405	GCF_001692425	GCF_001939045
M00550	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.2	0.0	0.4	0.0	0.0	0.4	0.2	0.0	0.0	0.2	0.2	0.2	0.2	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.4	0.2	0.4	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.2	0.0	0.2	0.0	0.2	0.2	0.2	0.2	0.0	0.0	0.2
M00551	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
M00552	0.8	1.0	1.0	1.0	1.0	1.0	1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8	1.0	1.0	1.0	1.0	1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6	1.0	1.0	1.0	1.0	1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8
M00554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00555	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00564	0.0	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.0	0.0	0.0	0.0	0.043478260869565216	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.0	0.0	0.043478260869565216	0.043478260869565216	0.0	0.043478260869565216	0.043478260869565216	0.0	0.043478260869565216	0.0	0.043478260869565216	0.043478260869565216	0.0	0.0	0.0	0.043478260869565216	0.0	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.0	0.0	0.043478260869565216	0.043478260869565216	0.0	0.0	0.043478260869565216	0.0	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.043478260869565216	0.043478260869565216	0.0	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.0
M00565	0.8333333333333334	0.8333333333333334	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	0.8333333333333334	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	1.0	0.5	0.8333333333333334	0.5	1.0	0.5	0.5	0.5	0.5	0.5	1.0	0.5	1.0	0.5	0.5	0.5	0.5	1.0	0.5	0.5	0.5	1.0	0.5	1.0	0.5	0.5	0.6666666666666666	0.6666666666666666	0.5	0.5	0.5	0.6666666666666666	0.5	1.0	1.0	0.5	0.6666666666666666	0.5	0.6666666666666666
M00567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.325	0.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00568	0.0	0.5	0.25	1.0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.0	0.5	0.25	0.0	0.25	0.25	1.0	0.25	0.5	0.25	0.25	0.5	0.5	0.0	0.25	0.25	0.25	0.5	0.25	0.25	0.25	1.0	0.25	1.0	0.5	0.25	0.25	1.0	0.5	0.0	1.0	0.25	0.25	1.0	0.25	0.25	0.25	0.25	1.0	1.0	1.0	0.5	1.0	0.25	0.25	1.0	0.5	0.5	1.0	0.25	0.5	1.0	1.0	0.5	0.5	0.5	0.25	0.5	1.0
M00569	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2	0.2857142857142857	0.2857142857142857	0.2	0.2857142857142857	0.2	0.2857142857142857	0.2	0.2857142857142857	0.2	0.2	0.2857142857142857	0.14285714285714285	0.2	0.2857142857142857	0.2857142857142857	0.2	0.2857142857142857	0.2	0.2857142857142857	0.2	0.2857142857142857	0.2857142857142857	0.0	0.2857142857142857	0.42857142857142855	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2	1.0	0.2	0.2	0.2	0.42857142857142855	0.42857142857142855	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2	0.2857142857142857	0.2	0.2857142857142857	0.2857142857142857	0.2857142857142857	1.0	0.2	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2
M00570	0.6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00572	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.8333333333333334	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00573	0.2	0.0	0.0	0.2	0.2	0.0	0.2	0.0	0.2	0.0	0.2	0.2	0.6	0.2	0.2	0.6	0.0	0.6	0.2	0.6	0.6	0.2	0.0	0.2	0.2	0.0	0.0	0.0	0.6	0.6	0.2	0.0	0.6	0.2	0.6	0.2	0.0	0.0	0.6	0.6	0.4	0.6	0.0	0.2	0.6	0.2	0.6	0.2	0.2	0.6	0.6	0.6	0.0	0.6	0.6	0.2	0.2	0.6	0.6	0.2	0.6	0.6	0.6	0.2	0.6	0.2	0.6	0.6	0.6	0.2
M00574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00575	0.0	0.2	0.2	0.4	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.2	0.2	0.0	0.2	0.2	0.2	0.2	0.4	0.4	0.2	0.2	0.0	0.2	0.2	0.4	0.4	0.2	0.2	0.2	0.2	0.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.0	0.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.0	0.2	0.0	0.2	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0
M00576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00577	0.2	0.0	0.0	0.2	0.2	0.0	0.2	0.0	0.2	0.0	0.2	0.2	0.8	0.2	0.2	0.8	0.0	0.8	0.2	0.8	0.8	0.2	0.0	0.2	0.2	0.0	0.0	0.0	0.8	0.8	0.2	0.0	0.8	0.2	0.8	0.2	0.0	0.0	0.8	0.8	0.6	0.8	0.0	0.2	0.8	0.2	0.8	0.2	0.2	0.8	0.8	0.8	0.0	0.8	0.8	0.2	0.2	0.8	0.8	0.2	0.8	0.8	0.8	0.2	0.8	0.2	0.8	0.8	0.8	0.2
M00579	0.5	1.0	0.5	0.5	0.0	0.0	0.5	1.0	0.5	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.5	0.5	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.5	1.0	0.5	1.0	0.5	1.0	0.5	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.5	0.5	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.0	0.5	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.0
M00580	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.6666666666666666	0.5	0.5	0.5	0.5	0.5	0.6666666666666666	0.5	0.5	0.6666666666666666	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.6666666666666666	0.6666666666666666	0.5	0.5	0.6666666666666666	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.6666666666666666	0.5	0.6666666666666666	0.6666666666666666	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.2	0.2	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00609	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
M00611	0.2727272727272727	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.36363636363636365	0.45454545454545453	0.3181818181818182	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.4090909090909091	0.3181818181818182	0.36363636363636365	0.4090909090909091	0.5	0.4090909090909091	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.5	0.5	0.5	0.4090909090909091	0.45454545454545453	0.36363636363636365	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.3181818181818182	0.36363636363636365	0.3181818181818182	0.4090909090909091	0.3181818181818182	0.4090909090909091	0.3181818181818182	0.3181818181818182	0.45454545454545453	0.4090909090909091	0.36363636363636365	0.3181818181818182	0.4090909090909091	0.36363636363636365	0.4090909090909091	0.36363636363636365	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.36363636363636365	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.3181818181818182
M00612	0.2727272727272727	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.36363636363636365	0.45454545454545453	0.3181818181818182	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.4090909090909091	0.3181818181818182	0.36363636363636365	0.4090909090909091	0.5	0.4090909090909091	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.8636363636363636	0.36363636363636365	0.36363636363636365	0.5	0.5	0.5	0.4090909090909091	0.45454545454545453	0.36363636363636365	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.3181818181818182	0.36363636363636365	0.3181818181818182	0.4090909090909091	0.3181818181818182	0.4090909090909091	0.3181818181818182	0.3181818181818182	0.45454545454545453	0.4090909090909091	0.36363636363636365	0.3181818181818182	0.4090909090909091	0.36363636363636365	0.4090909090909091	0.8636363636363636	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.36363636363636365	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.3181818181818182	0.3181818181818182
M00613	0.14102564102564102	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.23076923076923078	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.6923076923076923	0.23076923076923078	0.19230769230769232	0.23076923076923078	0.23076923076923078	0.23076923076923078	0.19230769230769232	0.23076923076923078	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.2692307692307692	0.2692307692307692	0.19230769230769232	0.19230769230769232	0.23076923076923078	0.19230769230769232	0.23076923076923078	0.19230769230769232	0.23076923076923078	0.23076923076923078	0.2692307692307692	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.6923076923076923	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.23076923076923078	0.23076923076923078	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.19230769230769232
M00614	0.25	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.36363636363636365	0.35	0.35	0.36363636363636365	0.35	0.35	0.35	0.35	0.36363636363636365	0.35	0.36363636363636365	0.35	0.35	0.36363636363636365	0.35	0.35	0.35	0.35	0.36363636363636365	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.36363636363636365	0.35	0.36363636363636365	0.35	0.35	0.36363636363636365	0.36363636363636365	0.35	0.36363636363636365	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
M00615	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.0	0.75	0.0	0.75	0.75	0.75	0.5	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75
M00616	0.6111111111111112	0.7916666666666667	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7916666666666667	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7916666666666667	0.7916666666666667	0.7361111111111112	0.7916666666666667	0.7361111111111112	0.7361111111111112	0.7916666666666667	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7916666666666667	0.7361111111111112	0.7916666666666667	0.7916666666666667	0.7361111111111112	0.7916666666666667	0.7361111111111112	0.7916666666666667	0.7916666666666667	0.7916666666666667	0.7916666666666667	0.7916666666666667	0.8194444444444444	0.875	0.7361111111111112	0.875	0.7361111111111112	0.8194444444444444	0.7916666666666667	0.875	0.7916666666666667	0.7361111111111112	0.7916666666666667	0.7916666666666667	0.7916666666666667	0.7361111111111112	0.7361111111111112	0.7361111111111112	0.7916666666666667	0.7361111111111112	0.7361111111111112	0.8194444444444444	0.7361111111111112	0.8194444444444444	0.8194444444444444	0.8194444444444444	0.7361111111111112	0.7916666666666667	0.7916666666666667	0.8194444444444444	0.8194444444444444	0.8194444444444444	0.7361111111111112
M00617	0.16666666666666666	0.3333333333333333	0.2	0.2	0.2	0.2	0.2	0.3333333333333333	0.2	0.2	0.2	0.2	0.3333333333333333	0.2	0.2	0.3333333333333333	0.325	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.2	0.3333333333333333	0.3333333333333333	0.2	0.325	0.325	0.325	0.3333333333333333	0.2	0.3333333333333333	0.2	0.3333333333333333	0.2	0.3333333333333333	0.3333333333333333	0.2	0.2	0.3333333333333333	0.2	0.2	0.3333333333333333	0.2	0.3333333333333333	0.2	0.2	0.2	0.3333333333333333	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.2	0.3333333333333333	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
M00618	0.4642857142857143	0.7142857142857143	0.4642857142857143	0.39285714285714285	0.14285714285714285	0.14285714285714285	0.4642857142857143	0.6428571428571428	0.4642857142857143	0.39285714285714285	0.14285714285714285	0.14285714285714285	0.7142857142857143	0.14285714285714285	0.14285714285714285	0.7142857142857143	0.4642857142857143	0.4642857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.21428571428571427	0.7142857142857143	0.7142857142857143	0.14285714285714285	0.21428571428571427	0.21428571428571427	0.4642857142857143	0.7142857142857143	0.4642857142857143	0.7142857142857143	0.4642857142857143	0.7142857142857143	0.4642857142857143	0.7142857142857143	0.7142857142857143	0.21428571428571427	0.21428571428571427	0.7142857142857143	0.14285714285714285	0.21428571428571427	0.7142857142857143	0.21428571428571427	0.6428571428571428	0.14285714285714285	0.4642857142857143	0.4642857142857143	0.7142857142857143	0.21428571428571427	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.4642857142857143	0.7142857142857143	0.14285714285714285	0.4642857142857143	0.14285714285714285	0.14285714285714285	0.39285714285714285	0.4642857142857143	0.21428571428571427	0.39285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.21428571428571427
M00620	0.21428571428571427	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.32142857142857145	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.32142857142857145	0.32142857142857145	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.35714285714285715	0.35714285714285715	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.32142857142857145	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857
